id,prompt,answer,reference_steps,canary
66,pNnHp/DNpvXGx/rPveK/vPTDvfnzxvTVsv/cxPn9td78t63WtqzHqt3UqLfio8TLz/PCqcHIoZaah9nKhNbexvLUr/Cel97pi+zHyf/AjdPqjMTOhvi5geXghoin0OqCh9iW2LWMhYClyPGyjdqhitmohYib3oa835qppN3hp/PNpevDz/je,p8nZp/LhptHvyfzs,c2tupsTapejnx8flvfmNu/34s/bUxPTLsv3/xdrttcjWt6zWtbzNqtb/qLzLT2p6AKrC26306cmjx4jWzJfBmK/yyKO6/If17YXbuKL57JTrwYbV7oeG7oHZ4tafuIO1zISnmMqZ1daevYe984KV4oGz2NelpdGvlNCz86ryz67H+LfXiKzM46Sv5aHq6aj8qqH52qD2maTX8KLI1cfC98no4abAycfP073IiKv2xqDT58Gc74f635bBqqLS6aKAwYr034X1jKfl5Jno4Ybh/46nw4Pp9NmoqICg/4WukcKI7taDq4m81YOi1I+U3dW8jtCHgdCV3aLa66fx2rfEhqD51KaH3q7X+qn0pqnM0aD3nabK1KLC9sn5/sfK4qnR9sTsz7/Nnaj92qDt2sm0y47S7Zf2g6HR1q2l3Yrh6IrOtKPx+ZPT5w==,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-DeepSearch:beab185e-cc30-4b33-a1bf-bf1a01982696
67,pv3Op/Dnpe/GxP7Pscy3tPbBs/j2x9TBs97vxe/mv/nNtLzBtZXRpODFqbrQoeXHyM38pPbeoKSIisDXhunXxt/6r+eyn/Lmgd/kxfLWguDQgP3ai9ejht3Lh6qF0Mubi92w1JW5haioxcC9jdqhht2/h6yb0YCQ3oatpv3YpN3Bp8/kxcLyvPS7ttTHuvDIxPb7s8/MyP7Xt/vPtJTztrvtqe//qL37quTYyOD5pd7grZG5h9nEhOnExenjrNiIkNTWifPry9LcjO3xit3+hfC0hP3+haG70PS1hfiN1ri8h7moydu/h9iahfKDjoy90ZeF366YpN3hq/jMru7U,qsbvpubEotHwydz+st23tcDH,c2tupej0p9/lxsvOvP6QvPTDvfPdxPbvs97vxe/mtt3ut4fVtqbVq9DXqKvdT2p6AKv1wq/S78aYwYnR+prPk6DFyqCY7oXw4oX1gqHj1pjm/oTu62IJTEWExaXds+DK8v3Vu6TR/pvbm9LW8uXL9N/Y/JLehbTUrYfQ182rydOp+9yunvOmwPPHycypzcKiuNGixsa3sdm2yOqp0YGk/amzz/qg1p+y2c+yqMc=,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-DeepSearch:beab185e-cc30-4b33-a1bf-bf1a01982696
68,pNnHp/DNpvXGxcjXseyGtMb/vf3lz/LJsNnbxPnQtPjMuqvwtrvtqPvzq6/Fotbkz/PCqfTdoKuphOTJhML9xv3jr/KSnvXTit/yyMPfgv7jgdnyiumph+DoioaX2tm2i9yr1rG9houzysa8hfKyhe+Yh6aI0KWQ0aOyp+vQquLBru7HxtjBs/qotsfessL0xPTDvvTeyPDWuM/wtbrFuoLMpMj7qpjZoeDUxu/5r8nMrYGXivbAhcrdxP//rMuxn+zVifjQyPPLgurXgNjGh9OHhP3Oh5Wi0NW8,dqD39w==,c2tupsTbpP/tx8rxvPCBtdDgsfTFyPD7s/XGxtTYtf/VvZzNtLThpMr4q7vpotH9x9/IqeTooICWhNvIhs3Jw8TurfyhkNzbi9P8yf7rRUFrU1hShtGOh+rwhb+IP1cDQ4Snr8q9y9WllIiswIG35oOf/9mbtd6qmdyb3aDw9K391br6rKzw0qe90az18anqvqfv2qrurKT9z6D/5cXxx8XM5GF4dhZhZb3tlKrB3aHv7cqa5Yb12Zf8k6/786K2/2hWQEOMleCN5fW0/tma1PULWlNYTwAAA1AQV4aKhA==,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-DeepSearch:beab185e-cc30-4b33-a1bf-bf1a01982696
69,cHV8dq309bfCrXGl7OvGz8Cg6cCgmOOgzfi1tPS17fSm94in25+1+/Ou+o+86/mzusuny9in57PP3+mL7tiejtCz3PDG7dJKi+79yfnoiszJgdvNhu25jdnojY200v6Vi92w14KahaOwxd6hh+yFh/ephLuj3ICx0KWhquz3pu/Lp8Tkx97Fs+2Mts3isff5xd7Ns9Xez/3YtsnIt53StqndqvDOqa7TdHiznsGrycqszKYXTVFOhcjDxvfErPyhnefmgd/hwvjpg+j8gOTEhsygh9Xwh7G12tmlh9yu17itUNeOoISB7YC40omN6A==,cX2rw8U=,c2tup/DgpMn2x9D0sfyRtO3ns8T7Enhzsv/txcTTODE1IlN7fA8+KTY6YEM3MS56QyAjY3t+dxsPU1RBUERWYRUBAHdsQVMdNCQ4Vz03FzcADBQkJBxgUFBRVwAOGxZFFw5fOh8aQtScg4ah4Y6S8oO7ydWgod25pNyOwaPS1KDk+LfspqLX+6aM/63K+Kj/navV3qDCrK7synak65Rwt5rvq//Hq6XXT2t6AH5uqPPxopCuhuTth/7wxfrGrM2tntPiie3vwvjtVFC02++X5uvY6+1WTAEY0d+XhdOi1ZW1h7awwt24hOuPhcimhoqX3YCIFg4Wpv/xps3OpejxxvTQsfmhsMjNX39qAHxzYIblF3xjaGtxYs/928XQwa71xw==,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-DeepSearch:beab185e-cc30-4b33-a1bf-bf1a01982696
70,ocXEps3lp/LqycTbssuFsMjEs9TrxdX4s8PXxt7At9H2t43RtJvUqdHBq6/FoODXx9XKqPHOrIi2hu/xhPrixurZr9+Sl97phszNytDSgN3Dgtr2hviyhOzhh4Cm0OCBhuyL35G4hKSkydm6hfyph+mXhYix3YCY0oOipv/0pNz6pP/bx//FsdGotNLLsPLqxcPfs+vKxtfpuPHnt6/2vJzcqPvHfBBmcL3tlHuo0MF8dci3xoTh8JfBo6DPzaK8+If14IfQraL4xJXr84Tf84G97ord7tektYC97YeLsMiIwtaok4a45YC1zY6B4Nervd+3kd6/xary3A==,qs7Bpd79psjY,c2tupdjRpubpw8TLscSItejuvMzexsTgtcXZxtn/td78t6bEtrP6qPnjqbTjoPXEx/TKqdnGoKGxhtnthuj9xcnKrMy7ns/piPjawvj+b0J9RYfR44+OwI3Ox9asgoCA84SItMik6tW6rYSA/IG35oO0zdW+gdeOrTMFbGWo09Sq9fCjj+Gk0e3F3PCpwtugmMWizMG0qcG2zMymxpek/rC398Ws3qix/O6xqOuo2uSr1oTE2+GK2diejOGw2czC+P6B1PeMl/6H5e20/+Waxenc0+eO3qoyAUsNi9SA2JCYirSAxc6Uhd2ph/a5hKyZ3Iac07Ssp/z9psf9psjPxerZsteZu/zpsMPzz/LJs/zkxsjutc3xYBBzZsXp+HWv0qhmdb7DharB3az2xsm654fy4ZfprqPtyaK92Yfd+IbFvavZ/npmS0GU6tbf6tWJzZTdjfPIzvPVrK3R8r3XleHU3sbI+djW6LfUgI7amb/Tyu6h/8Sr7sauj/2mzf/F6e6ozPKjh9+g3uG0tuy06v+m24mp6Yu09/yqzqI=,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-DeepSearch:beab185e-cc30-4b33-a1bf-bf1a01982696
71,oMXSpMbEpOrtxtrWsPmNtcTNuvDIycnUsfX4ydr6ucLNt7/KsaDNqcbzpqf+o9DFxdTzqtbeoZagiuLGh+T+xerzrfm8nfHkgd/kxevAgc3PgPLzhPK+h+v+hoyk3eWoheqz1YmwhK+uydqSht6Ajdq9h6y43YCy0oS7quflpuzXpe/Gxev9sv20tvLbstjsxcDas9vZyMbjtfjwuofHt53MqdLIqbrQosLTxffTo/XCrYGFhPvphMrkx93RrOqBn9zrhtz5yP3Rg+32gP3ahNWrhd79homy3ceGhN6i1aK/h5epy82Qitauhtiyjoy93YOk0aOypenip/LBpe/Gx97GsdGutNzQvc72xPTDs8LyxPn6tejot43RvJzP,caH26Q==,c2tupevNpubpxcvlvO63u+fCt8zYx8DMs/30xt/HtP3stKzDvJzcpcbYqZD+rMP+ycjCqdbFp669hubUifXTxP3br8yxnfnYi/DCyfzljPP7g/f1hsWchtj9h6K52tm2aVEdEMuX4tSHj4mex4C75YOcx9SMpd2ht96sxqHz36DNxLb0gaLA+66c367AxanLtqjM1qD2pKfMzaH68c/9yCpjYmGv3ryz8fq8j+qo0NSq/o3H+eWL8tidmMex9MnH4uWA1v6Aj++A2OO32P2X7fff/O6ExqvemcTI2ffUpIXQ2L3WkNDZxeDI68He3as7DRYS06Wep+HUp/Dnpv7txdTJstyBt/P5stbAxPT/scz7ycbcv/nNu6Dbu5/XrsHVq471oubayO3lpObRormlgeHzhuj9xcLWrvCAn8/+h+PhwvjpgPj3g/ffi8efht/bhbiR0v+phuaE1JCniomYydqMjdq2aFMfQdaSud+GlNGZ56LUxK313LXRpKPt+KWa36zy2Kvep6vV2K3oi6Xr7ar93sX45cbA0Kb97MXx/L/Av6fM/q30w8unw4XWy5fUiaL42aeg+g==,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-DeepSearch:beab185e-cc30-4b33-a1bf-bf1a01982696
72,p/nOpsDWpejNxPzssdqdtf3ls/DvxPb+svzbxtfXtejntbrFt53MqdLIoZzYoPbXx9XKqcHVoImrh9vUhcr3xP/4rN+dn/jhiPz4yfzlgcj5gd3ShNOliu/jhKad0v6VhuaA35G4ipyWxeuzhPGIhf2JhLWC3qK20oWWpf7RquvSptvixcz3sPy8tcHPvNDEx9TBsNnSycbduOPAtbrFtJL+peLWoZzYd2hmE6r3+KzS7cio8oT13JbDh67SxqK414fB9IbYvKvZ+p/v7YbA3Y+bzIDp0tWAsoGQ7oyPuQ==,cHx7p/DKpMLj,c2tupevNpubpwsTdsf2gtsDUsfbCxPbos97vxvT6tvnqtpj6t5nZqtfOq43yosLQxPLSqdrPp669hfnBhcn5xP7dpvi7clBLToXLraPRx5j8wIXP/42p44L75tSwroCK6IeJisuszduDrI6N+WweTEbX8azWjZramZzS+P+pyuGo096us+6l7OvE7+io7tOsqsyjweC1u/m11fau7rtLZw5wqtHVqZT2rffxyMXMqt7rorWYhuTdhuj9xPv1rv+/kcH6i/Dpwvjpgcv2gO74i8efi8b+h6K50+ytiv+z17ewhK+zxOa8isCshfy1hL6u366r2YW6p/z4p/bQptfswsTds/OOuuvQt8zZx9TBvsnRx9Tkt+jau6DItqj0qtfkoZzPT216AKntzK7658aPxoXT/ZXwiaXV1XYQSlGA19eNseyD7eG2/tyV+ezc4t6F2JbRsurP4/7cjLY+VB0TyNG3ismIhPOBhJ2m3oqM0ZiYp83+p/DKpe/Gw8TDXqWf8q7O+qrZhaj/xqLvsaTN0Kr9yEg1J1Ajdm5mOVcjazs8SSEvLighIk9PTQIBDF0dRTM0ICgPT1ZXW1VRAywRCBw=,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-DeepSearch:beab185e-cc30-4b33-a1bf-bf1a01982696
73,oMXSp/L3psbUyM/ksc6Ktu7NsMTZyOnEufnexPzFtP/KtYfKuoPeqsP7qbTvo9HTw8/MrsnTo7aPh9nuhc/0xP/4rN+dne3BitjLyt7hjeHEgPH/i8e3ht/bhau80t6ihuaL1JS/ho6vwt29ismIism8hYqL3qK2056lpPXBpfLdqdXhxtvRsPmgtfjes9vLx9TBsv3SxPn6ttLmt4fStZDfo/3FqK36rffgyODrqt7poImzhdHhhO7RxcnTrMuSnNrvifnsyujJgcrfgdz/hPK9h/Xvh7mj3OWNh9m11JW0hZS+yMWFh/imjdq9h6ie3YOy0oC+rfnR,p+HppcPEpu3O,c2tupevNpubpwsTdsPuatNzQvcfhxcHvs+PQxcnNuOLAvZzNt53FqPvCqYffrPvaxs38q931o6engeHzhuj9xPrJocSll97+ZFFGDaL1+Zfnx4ndxoyH/o3h59SfpoOd7IWJoMWzyNeJo4eu8oKV4oCB8Namtt+ostyl6KH26a7a5rfss6v9z0sTfWip9syjlOyt+eC0t+a199akzoil64211/yswKaxyuqwmMWry/Op36rHz82K2/6dncqy08PF6OyD9syAncWK2etZUU9Shcu6hdHDip6d0d+XhOqa1aWvi7OTyvu1ive6h/a8hL+g3Ka51bm0,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-DeepSearch:beab185e-cc30-4b33-a1bf-bf1a01982696
74,qs/cpdbRpN/gyOPHs8KNtdristbAx/X5vszow8HatcPMuofAtKjhqPvzesPUzrHTrKbT7q7UwcqY44XT7JreoqL61qGx4I3Z4oXwgqL4wJjUz4T9046D3IL75tmWhY2t5oyPvMiR29SpqYS01IKVz4KJ4dSMtN27u92N+aLa9K3CyrTTj6Ha6aSm1q7T3KvZoKby/qPFlqXr86PF3cT42sfKyKPJ0sXw7L/aq63O0a/jycip6I7S7ZrWhaH4xaKp81BVXlaNlPBUVJbP7YT98oCbyoHb5NWAtYyuy4eLo8WK89yPoYmex4KV8Y6P8Nervd+emt2OwqH2+K7E0rTQkqPb0KeN36Dg2KvojKr/2qDir6na0qr93sXH1sX+9ajOwsfOwb3wh6fv76/W6sqb44XX6ZvbvK/c+6O6/I3Z8Q==,q/7fq8H/,c2tupdjRpubpyM7Tst+8tPPzvcX+w87Ps8PfyObRt83wtpr7Z8PQx6Xx48jzx737v6rf1K316cm654XRwJT4j6jpxaGo3ITzw4b6oabl+ZXc1YfL3YCU0o3h59O4qIO1zIajlsik2dajpY6N+WwfTEbXwrDWjZramZze5cer7Neo0MqsusCj1N3F9+Go28eijcKj386woNy12cimxpek3Ku31sWt9JqzzPG8muSq9/Sh+bUqUE9Oh+Llx/P3oeuFns/piOrjyNjNguvrgNvmhf+Mi/LVi7a00Oq8i8Kb17ewhougxd+ghfyphcqdhYix3YCJ0LClpN78pvH7qMbKxerbsuystdP9uvDfKnprdqPxoKbk8q3u98bs38bL/qbTysb5ybD7raDywKz388u8y4bCzZbDrKLlxqyq+ovi4ofTiKbl+Zb8/onTwIq6/4HZ2NS9hoy5zYucvcWL+duSoYSf+IKQ74mN+joEFxjUqZzQy/um9NWq5+mjj+Gk+tvE7sWpycysn9+izMG7gt242fek65ak24S22uyv1o+x1f6xne2r4vCoyr7F69GJ+/aboNuz5t/I2cGH7v6LrcY=,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-DeepSearch:beab185e-cc30-4b33-a1bf-bf1a01982696
75,p/nOpvfOqOjwyM7wsdqCutDQstbAxdjZs8z1x9XltfjwsaDLtoTfqvXSqantotvyxs7yr8nFoZaNhPXZhcrCxP3vrMGMmuL5i8fny/D+h/DOgP3ahcqci+Lth6O00d2th96+1aS5io27yP2ZU18UWoOI1dW0iN2iut+K1qDa8qz3x7bzoK3nwqab3K3K7arprKje5KrurKn/9aDI38j/28Tr6abH/sX627/Av6n696326MqY44XT7JTUrKHcwqCYwofr8Yb2pqvZ6Zj8wIff746z6YDu4NWAu4CQ9oa7hsmO5NeLrYeQwYSt/oC67NewltCPmtGM6afO3q/XxbXwnKzI7q6c3674zar1kKr/0KHqoKXt3aH698LBz8fE+6bd0cXx9r3Ds63O0aHf0smH04b05ZXtl67VwKKp843Z4ovHiKLI6Zba7ofqzI2hwoHZ2NejgYC7/4WfksWE49uzoYeG+oCc0oKL59iOoNyPu9u23qLa9K/Z3rfuk6HWx6Ogzq/V0avQl6jo2qPbq67szw==,pNjApPP5,c2tupej0p9/lxcHyvdWOu+fCt8zYEXd8bqDrlKPQzafBzsXI3sjuxKPJ08LU2b3RkarewK/y0cu00oPu/JfliKDB/KGdyYHl5IbMoqLR/pfa3IbxxY673obh6dWAmIKA+IqzucWT8Nu6n46N+WwfTEbXwrDWjZramZze5demyvqo3fqsrvSk+t/Hx9ep4fegmOOizMG3rt61zs6l6Jqm2om/8NpDfQ50o/jtxsLgrsnSo6WthODBic/VyP3+q8S9nf7NhszNyf7fgvn6gO7whuKaitrmhau83e+vhPid2aq4ioyoxcC9hcu2i+a4joy93IGE3623p+vUp/DNp/PoyM7Ds9qOvPTUX3hqAKfFzK3tp6PQzKLV5cfVzMX1/6Te3cLU2LrUvKff267p9cyg/ob05ZXwmaDX8KG80IrKy4vir6P+y5nU6YTc+YyH74Hb2NaxnI2K8Yu6gsKI+TkGA0HX8vrK1sTV2b7VgZzWi7TTx/an1+arwfWvmv6m3ejFw8Spwvqju/ag0/a1usW06syp/I6n04e449yg7Li7+dSxntiry/Op6LrGwumN4fA=,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-DeepSearch:beab185e-cc30-4b33-a1bf-bf1a01982696
76,q8LfpvL1pv7fxPzKsPmgt/XCstDNxfHGsNnbx/vyt9LitbrFtoXjpObbpqnmquTYxsbOqe3KorSkhdXQhsHCxtvcrfygndjCitvmyf3ugODfgPH/hPK+h9TQh4KI2tmhi8yW1ZyFhou5yvu1i/2hhOaWhryF3JWi0aWKp9TmpNLJqPDXyM3zstmPt/PPsfXMz/La,pffHpPLvqdv5,c2tupevNpubpycPQsfuYtOTbsfTPxsfFsNnbxfHfuOr1tpr7tKn5o/3Fq5nio/jtxsLgrsnSorKpht7th+7wx/33rtODmuL4ifnsyv7agsTxgOnWhf6Xi/Hgh5+i0d+XhOqa35GvaAEdDYeS4oGZwI6exNSLg9+7n9+/wqDqx675/7X4m6HJw66cyEJ8e2yig86i4ue6j+S25Pum4Zukw6y13Mys/5Gx9uiwmMWp1s2pyZrFzvGJxv+ekfy69d8qTExFiPP0yvDHjd/2gsb/hNmBi/7thLGf0vmRhvKb2Y+oirqBzuGz,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-DeepSearch:beab185e-cc30-4b33-a1bf-bf1a01982696
77,pM3kpeXvc2J5EKH44HAStdTHuvDIyMDys/vFZC4kMXdhBmmkyJ251cSgzKC86u+8ldSryumrw7XH+eWK2d+cu/q8yc3G8emN4NSNiNKA3MS62+WX1MbS1fiH/rHdkcLI8e/VrK3R0rzWrd3V2+3E9dLW+7TUjpbXtoXQ2uqr59Ko8cOknNs=,dQ==,c6bOwq7S5LrkgqH/w6So46z3+Knfnar656HrsKjT+KDl6MXH88fKyKfR4cTszL3lqqDy1h0HdwMSU1Bcjs71dA5hZHYQSVaK0u88ZHJIV0BiU2tAgOi7hPrEip6a3euahsal2a29hLq4yd6QhOeCjdq9UAXVg4LWjpQHdqH0+a7V7rbzjaHa6aS77q/+2KP4qKfc8qDcmyI4JSQvvZzIWROzzMCv0YW86vqwmOWq9vOq+o/G4s6B3f6fqtSwxtLH7P2D+caMkuWD5N9ZMShAjNSyUFVQUBHdjNHC3+o52KODh5aly/aHi/GZjdqrUwAACxjXj40We2Wo38Btc3Ktt+Gu6M3G29CmzdOrnNQMODM7QzUlI2UGM00oPUe/8MkgCc/ozFK9oMaoxcKq+o/G4s6B3ehzxv/tr8yvWCshgd/ydB0jiszfgMbhhvi3jdn7h5ak0Ne8jN+/1aqOhaesy/aUhPqyjdqrUAkJDhjXj40WcGWo38BtcnKtt+FLsvmYtcDAdQUAz/LfECQ7VCm/7Mmk9bOkw62/8Nuv1Z6x69e8nvGh8MWrwpTH9/6I9tefvNi69d4RQVtXTobRmWRXRZbP7UFEQ46tx2+H2oneveoNKifcjLdyB0FBTBNYPVIeUomN7dWWqt2iu9aK2KzkxaHQ37T6gKv92KSn6a/byqrThajZyaruunBpaXVht5n1cxJwqt3BbhFgZb7DhUWo9PGozaEAKiWB3egDSCggpvisncX2i/Plwvj/jOnbgNHVjNS2h+LbhaWn0/KIhf+s35GuUwoKHUHU29INVEbX/bgRCAwS0K6TSBEHd6fxyWB7EXBhsfiUvPTGX6TKl6vgwKPFlqjH5Kr9yBJxYhRwqfj9bhd0o8TcAH1/bK/Z4MGc74fm+Zvhv6jp0wpFDwAAC2mBrc2D7Pu32sCU4sfV3v9rhImA0+2iQyp335GuKlJcwt29h8G+h/a8joyr0KG60KCMqvTkrPTBpNXxx9DestaFtdTQuvDeEXd8ZmW3mfVwZ2WnzqhhYRhwqtbsRMbs/b7cr28HCKby32NVjN3ihNXqxdfYpvi6nd7FifjUwvjpgPfpgvXthf+fhPn+jY2iBFwVWkPWiZkUUwETy/25QlQZQoCmxDrXgYDUvrYWCwGh/9IPIDwqTiWu6M3F9NuqxcGrnNSi2M66u96/7Mmk1Zqmx7+22+Sv0r+7+cJlGXZ+bKz38Q4qhdnWh/r2AA4Rpvi6KwMLHQsNQyOK2fy2wvKX8+XV3v+G7LrdsOPF3ercjKHR5YnUuf7X9cPL/vne3aoAAAALFtyP9mV4Y67RyXJ6E2Snw+QqtfD3s8TLAAcBufnIWCgxP32u7qyk9LO13Mym8rqx+fixjs6h8MWrwpTH9/6I9tefvNi69d4RQVpcTobRmWRURZbP7UFDUkjc9cBrNngO2tmlUVMCBg3R24fckeg7iuiah8Onh6eH0K+G2YWscHV/dWio+OZrGGSnyMkAYnxvs9vhz/LJsM3KydnPv/nbBUkvNFNwCyAkJ04zZVK9oMaoxcKq+o/G4s6B3ehzxv/tr8yvWCshgd/yRCcADBM2it3+hs+ph/XsjY2i0/ijitq835G4h7SJyvWuhPGIhPqujoyrCAELAxnT+/Fuemir3dprEXVhstaFWa737arMr24MEqruujgwv/nNt4fStrDdo/3Tq5z0o9/ryN/Do/XCoKmahPXxh+XcxtvKpvi6SVtcVkONlPBFXVC1+elSW0jc9cBrhImA0+2iQyp335GuioSAyOmxitGeh+6xjoy93J+h06m7rfnUptnlp9vnz/jNscaatNzQs9vhxtLaufnIEXhpYmWk65RhZAC20MlpfRF0o8/xKqn29K/Gyg5pJ47S+yERQSM6Pquc9IfC/Yb4oKvZ/5j3/4fB3o2U5Yrd7tS/j4K5/IWklcuo/dyPt1AIW1ENh9+FQQMR36S6FgsHYqPZ5kKr+eqtqMthHQXP79IJNCUwSBEnPyQ8z/3cteLSt7DMvJzKqf3pqb3rrebqz/PCqc70orq/hfbLh+7mz/vPeH0ZQEKA19dIHmSD+fhzV1BShf+faFGC4rDQm8TKzfTbvprRx6XWlNXY3OLC3urX/bDUnZ/VrL3Q2up8dq3/wL33qD04Mq6c2q3d2arYoKv12aLIpHBotffAvZzJKkC/8Mim8qyx8vaxoPOo1OZ5oJyh,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-DeepSearch:beab185e-cc30-4b33-a1bf-bf1a01982696
78,q9DxpfnSp+fKxdvevcastNLLstDFx/TivuTextXvtcjUtp3MvJzYqPnEq6zRo9P4x9T6pPfYoJaijN3njs71x9vUrMKlnf7VidnPyPzniszbgO33hviRiuLLhIOD0NKzjN+61ZSHh660y9SGhO25hf2JhIef36Sy052Rpd/KpdDipMHhxPzrs92hvPTQ,p97Vpv/Qps7K,c6bOwq7S5Lrkgq3U66eRzK761Knbv6nf0qLOoaTV4Xyl6oqu76y1wMSs3ou92Mqylfip0Mitxa/Ixt6G9v2Rp+2z+//F9NiG7uKNtt+A0u20+eCR4+ne2PSE76bfqeTO4+LVibvR7qTUseDS4ufL2/DU7KfWpbnRtrjQ89qm5veq3dOooMWk+sjF7fWoyc2noM+j59q6q863zMSu7qik3Zu51eWu1ZS8+86xmM2h8NOnwqPF2eeL2fCcssux8c7GzdWA1uGHkc1vV5PT5IT65Y+B5oP+x9mXl4C954eLmsqo49a1qISh5oKVyIOt0deLnt2KtN6sxqD38K3QxrT+l6LKwK6c363D0KrPjKbC/KPgm6TnzqLs2ypysKDRpcHTpp/To/fAyPHNqdLVoJm9hP3vh8fOxszBrPOOnv7li8fPwvjpguTLgMzui/+1hPLuiraS09eWhtSt1ZSHh660y9SGhO25UVMBUdWjtd66ptC1/6D2wa308rfWp3FxZKaR4A==,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-DeepSearch:beab185e-cc30-4b33-a1bf-bf1a01982696
79,p/XypPn+pNfyx/7mvMmKtefCsuDoxPbFvszKxPnbtvX1t6jxtbzQqdHHqpjUrdHMxPfFqvn6o7K/ivbajs71xdv9rf+bn/jhid3myN/Yg/DogtrthfSzhNDWh7ej0/mght6K15a7h721yvu1h9+eh/u2h6y83IWL0K6Aq9L6pdDipPbRxfTQsfiUvPTQX6ngp6j2/nS9nNu2zMik75mnxJa52/Wt9q286/mzjtin7s2r4anF3thkhNb+xvT9e6uc4oT544bVlKLy05nE0Yf+6o+B8YP8/dS/uoCj2IaPsMiT6daKmYWK346Dw4Gf9t+NtdyMvdyQwHR3d3qoyeJ6GXBys++3t/XTZKn9lA==,dmt7pvH5,c6bOwq7d3bX/gjMoPyjP78Sq5fCjkf2g0/y1mua2yOqm/oyl66C4xdms/pyz9Ouxpfarw/5/fBkSTFFbTkNKxP/er/SUl97piP/oyNTrgcjTjejqh9GuhNfah4m70d6thuyEAh0EVBwCHU4BW4KV6YCB1ToD2riz0KmqpfHspPbDpMn2xsT6s/q/tvj+vc3Ixtnzv9Lmz/3ctcDwtLzIZMTtwa71wsTvy73knKrLx6/T+8uo04Te7pfBo6PuyU4Tm+LkiPP0yvDHg+zegNzLhNO1h+vnjY200OCbh9ue1piDh7WoGYWM74mR7o+o59W3ognWi7TZ/smp6vKox8l6xPnMXnXD08mn++2jjtmjysi3nfi16fGoy7Cu77q1/P2sy6uy2OZgxfb6o/XCooivhOjXVZfAlKjpxaGt2YXs11SNlPCK2fy75eCX2+ve2eVSh4iMP1DO4+LbnozTzKTWlNLU/+HI29LY+KDehaIGGAzT+/E=,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-DeepSearch:beab185e-cc30-4b33-a1bf-bf1a01982696
80,pM3kpeXvc2J5FKH44HAStdTHuvDIxerisdPUxc7Btf3CtbrFu5XnpeLXp6fZrN/bxtPOqe3porSkIig8hsHCxc/Cr9OAnNjfiP/SxOf7gN7fgOz4hMCxi8zNhLqx0/iTjN+/17mBhIKTxd6ph++Eh8KrhICg35eZ05e/pNL4pNLJpsb+yMf8u/2/Wa78/X2rnNSg18K6jv+24PGk65OnxIC578+m8qyy2diwncGmzN6mxpPH+eWI4vecpvKx8f7G5OKAysSApe6M5e+0/+VEU03TwfuJw70y09aFUYyPqsW09dSnmIS+zYKWx4C96NatudGnidCV3K3vz67a97vclKLM9qaOxA==,c3N8dw==,c6bOwq7d3bX/gjMoPyjP78SpxdCjlOwkPze3pfC2zMyk14io0Ihkqu33raDWo8TUxevppPz5rI2+iubjiPX2x93Rr9yPOQsXTlAbJ3aG5fG1xuGV18rc/uWExpbehdHI2tDak7Pcw7/arf7U2MDJ2twDUNeAihfVkavZ/smm7emq78WuntOowf7H6OWn3easqOSs1tq2mPthYmt3Pw8yWROzzMCh4IGz68+8oNio2/+h+aISUk9fQRkUAGh1eHYOTkJYTlJeGnGCwuJzWEFAWwVTDG9VgbG50/WxhNeR17mBhIKTy+GKhfKYi+G+hYiLDQoFAN+Z6aDgyq7a91h+w8TAstG8tPzts9DEydv6v+bMyODcttL3u7f1ZxW1xMeg3L9ec7vUoabsyK3y9cag9Ib61Jv+r6Pt82QUSlVTThtIH3xKUUVzWEFAVV4LjdntQtextYGWxouMqMi9y9eLplAHU1DLzc3Uz7nXro4=,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-DeepSearch:beab185e-cc30-4b33-a1bf-bf1a01982696
