id,type,subject,prompt,answer,canary
73,问答题,化学,pdH8ptf3pujpxtzusPmgtO/CsPT8yOnEsd/WycTot+fwtKzGtITqqcjLoZzYoOjSxcr4pOf+oZaaQykjM53FrKDb+a2g4ora6Ybgq7bm4IDr6oDr59zX94CGs9bKqciwgNb4qd3k2t2Kmt+ei8iN2dWhh9PhstC06oTK86vnz6n59qyHyafu98bl+m8UbKGywmUUqu66p+rmo/fgAABzxsjjqMnUyOvCveSmb398aSMJDsf55YjB9ZynwbLd9sXn2ILUwY6X5YXf14vx6XFwCkQPKhPfqeATHRsHES8N0/ry3KiB3o+HyKXp1qS518mw3LboicX2bnJ4fWE/BwChyeKnqMOv1dGvxKKm+s+h6oqn6uaj9+DH29cAIARhrvSGsP3idBKg8sCs1eXIjceG+tOX5pqg7+uhjvSH4MaH04hzKyQ3jOLfcaag4Ifbkd2P69aArdOtys6044SPm9+OihBvFYerm96w+9iKtofRxGV/c2ggDXKsusCn9MbF1M6owf6hv/Si7Oe0mve25vekwKxhYRVwIQ1pqbrQZWh6EHtuAWmnw6XJ5tmH89Kfl/Cw2czF6OyCxuOBqtmL7tZOUlVhYVcoQoO7jtXso8qvstLir9ze+9GVk96ChsuD09SusxAReBXW2Mem/fRjcKL93q675Kf55cfH+qrK9qOa7KD4ybel6bTr4GEfcqPSm3Cr282rnfag5NvF4tap1eamrqKG0eiI8vvJwNqv/pae1NdOIkjIwe9JJ06G7dekss+G3ZYYAkRQQBXQnvbFvdOFr5LdgJXfkbmEioLSrMkQBgRSQarC/WN+fXFyJU1kpe3KycT8qeDHrafBoMb9t6XIterjpequp+OUt9bFrOGZsurMt6DNBgEbrMSUAIT76ofu+cXj8qzUmJ7204vQ2Mnu7o3f4ENQY3EaCg+Jj7R+NtGsjhbW+KnS/eLQiZ7dqIjLodfWh4fU3L3Ri+xBdnd7YyYgotLJx+jtsPusteXqsfT+x+/rs+vIxe/TtP7tt7zpc2FwqdPFbmJ0o+Lixvn8qPHjorSkhvHWhPfwx/Tur9GQm+Lni+z+xNDLjO3ohd/np4zWQicT3aHoE28V07nkyLzKhoiS3qyQEB0bUQIUehCGqrHW+fGrwPam2sFhYmUQdWEZYcfJzKbTx62l9qzE5bWIwbnXz6nVk6TWlrXE3Kzpq7Lwy7Ga6anWzW51ABdWQYvh/5qgxmVncRBYh+Xjhvqhc1NHV1tDgNHM2eTgjoyh196oy4+A19Sf0f3KFeOCEHkZyKftE/qMGCMZ0JXmhtn9q+zxqfvcrZDwps7FxcPwqtDFoZrooNnqtpvktuXOpOy3pPWitPTKpvK6FWW/zqSo5sygyc/LoO6H+9GWwZpnZKrEoUhMUluA6KxjTVxFi/HpcXEUVldG1a+Fi4+h0KqZQuOPSSMcyJ2836qp0PGL0bK5hIqT1Ornp83lp/D3YWJlFnV5t8GhY2Z7YnSnoM91eHZlFWG1wslhYg5zZhi/8M2s0oh0ZZbvCA1nqe3KorSkhvHWhPfwxf3zrMymnerOitvSDWNNWVBagOXQcRRUUV/QuLJUHR0GBRGHv7hBUhsdCA/bsK93QdSus9fJsNy26ITCyKjW+Kn56GsRp8HVcQ5kfazVzXQOe2Wz194AcX5icGG0t/e8nNyp3eFu7u9tGX0AqurIrtTBy7DbhOvol8OGot3PoajTht3UQ1gDY1ZRhu7iVX9xDl2B5rIIHVQBFRXTo+4NBE9SBBTWhLTVsZ1BE/qMGCMZFdTG5aXfyqbY9aTXwsX+57HJprbA5LH0/gB+a2N9ZsPB0WBrdWoSotOhYGJycXkAsdfUdBBhfHR6rcWsx8/Nitn7n43is9Hrx9nMgMD5jpflhd/XitvIcQl3NoDniRjW9r8NeGTT45YUhvixyqKA3Z+U3Oa80aW8QUB9EYfh/qbOwaHN27r0p6HRxaa0+2h/e3xwAANlv8PZycToudfhtJr3tZbiq/3aq6bmosLQxu/Jqc7Io6KnhMXUh8jPxvHnrfyNnejFi+bNDWNNWVdOLkW4x7GN597chL+Bu5vQkraGlbSG0Y7Isa/eipvT14HXt7KHhb7Y5e6k//il/v+kzuMAivp8AAlzrd3Zgv8IDGyz4dbH29S11fm3pci2mvaj/cWrmeKi+frF4dRsOQZly6Dfgu7jlcKvoeDCoZ7vjdniEyANbkNcS1ZRRbbbvoPe9da+gYKJm9OAg4exnEGsjgV4Ed2UqdL7t9GniIS1vNTYx6b99GN4Y3FkfM/4zbHdiHOG9H0ObcXqwbHf1sXR6LXAyLea57eY6mxxZ3wYYqbY1sXHyKnB5a2AgYTP+Sk/K8XV2QQWDZ3+zaDYQGx6hs3hifnhtNGCgefv1IuIgqad0Y+6hIKgguK0yKWQ9osFd0jWkLPX+7TQodqEx8yp8POr1OKvmc+n+9XFwcSowf6hv/Si7Oe1usUgGySi0qI=,emt7dGRtcXx6EXNtdHUOZHw=,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-ScienceQA:dbf383d3-561b-4ab5-9880-5a3470a051ba
74,问答题,机械工程,pMb9pNzlperLxPzrsPmgutD5sv//x/Xas8TIAHBgYA07csbs8MXs6qX278Xb8r/OpKn7x6DJysGc74TI45rfoaHky6256Ift2IXkgrba7I3BzIDm79/4ykYGHdfflsizs97eod3jwdGUsd6vhsSi1daMj9b0gNCL9oTN06vn0qjxw6Sc26nf5MfH4Kf66aOT9aLt2rSVyrnXymFnEAkpALbh4qzyhrD6+bGv+KHwxafSgMbOxYj2xJ66w7PF68XB543BzI2a/Yb76Yn43bnmqIHVyNyEu4G+uNGLvIaVjoTYk8KFsd6ogtDFqdGHoY6Mqg==,oMzqdnp+j+44z/jNZW8Tdqfz2WxpGWB2ZYfi,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-ScienceQA:dbf383d3-561b-4ab5-9880-5a3470a051ba
75,选择题,物理,qs7rpdTEdXx+ZyEXdKa616DI/6vQkabG66rurKbA1q3v6MT52cjT8aXz6cfA2r/OpKnSzKDJyMm654T+7ZbEraDh6aK414be7ofRpbzf9m8vTUWT835EaCQdGPHXe0gVPHJMDfbSNhUnfRYY0qyBKVY=,Aw==,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-ScienceQA:dbf383d3-561b-4ab5-9880-5a3470a051ba
76,选择题,材料工程,pMzOpdTEqNXaxfXfscOMtsTZsMXGxcnlsvzcycLttt3uup/GtZjxpcbYq5HKquTYxPf1pO/Po7aPhvrOhcrDxPzDrf+Ml976ZCKHkd2F8faLx9S0z4GD9tPWlaNEcQPTrqKHk6OE6oXKrY3dnb0VIh0U0ajy1YmLheLKoN77odTFt8StofvApqn6DGF1qtipqdjWIbW09LX91abps6fNpA==,Bg==,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-ScienceQA:dbf383d3-561b-4ab5-9880-5a3470a051ba
77,问答题,材料工程,p8PXps/3permxfvCvcaxtvnRsMLbxePVsv3odqLQ0QYzsaDAHk6zzMAPK8PUxBs7w8/PAiCp36rG/+GJz/KcrdKy08DHxtKA8dmNocWG+e2J6sy2276B7vDWlZWBj6Lair2HlIKE6JXJgp3Qn5nT+b3Xt7I=,PmVuY2htYS5rdmQ9dAJSczRvGCJkXG4DM2UuAAI/cDlhHElhLyosbGxkYw10OXh5DWJjbDVuaAMNTkESQV9UDWp1NWQNVU9ITh9IAH5OREUSQ0h8bBdEHmxPGNbopcilvtbrhBQdQmMFencR0q+zQU8UdEJJc3oYgOPEZTJjBSOj0MkIBw59o6LSqs3VbDgACCB+Bh0Jo9LVZT1yYy6xotJkAgZnwtbNeCgAASdkCgFszKLnQRJrDlnE/OKu0JWdz/WJ2OzL0+JJGU5QAZPyDheg1BNEE1dXz7SDBRHvjUEeFR5d2rmFGUajgRRLEFJU17DUVTGH/GM0bXI2qaHzdSeDknM0b2YopqH2cSWH4AA9WixlFxduYS8AZWw9aXgAKGVvdFxvdmw1bnwOXENQXkEOc1xncQoKHSQEFw8AExxrQ0RFOCYrLDoIGUZGTxgFSgYNSRYHQlEUVEwADUUYDRBRFVUdARdMQQQVTWhrp8D4p/Dgru7HxcX3s9WVtuXfs9n0xtnzufneYzOz0MQHN8PB0m45qfzrqKjEovbUxcLbq9PKopCQhv7UhP7vxdfdrs2JOxBNLSxBz9HliuXvJQB5AnVNgOS227PlfUQddX5Lz7blgbWvM27bsKx4D9C0tnMO1I2Lh8TFotr2reDRtN6Qq/3YprDVoOHvqPyqq//CoO+Cp9jAoM7exuHrydXBpNnGx93svO+FqfXtofj2HxgGg+/amt6kot3Qq5z0LwuN4+luPIbh44vrzrT8mILq9n5W0eaxBXZ5GICvtYPgtc65uXtfz7fjG3d4GYOyvRGB4cCh88Wt4vgErb3hqfv1z+/EqtrAooD2rNPIt7DJt9nspe+tqMubtejmpvKssP3Vs4j8q+LTofmixfjBiMzWnI7+s9HXxcXAg+bzPgUQLECH7OWK7c3e3O+AiJnb0oAcDVPT45bcxubQpaDXhLzLrfLblpzW0ZfQvfSCwsdu,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-ScienceQA:dbf383d3-561b-4ab5-9880-5a3470a051ba
78,选择题,化学,pM7Hp/HBpOLfxerbsf+rvPTHBy0rVSIxcTZybCAnv/nItbrFuqDSq9XhqL31oePixtPHo/XUT28OQ4Thy5fliK7+0aGu84bd5WkqA3OG5s+L/8220byC4dXVgoWChZ/RjpxobhpBh7qH3KSQ172zh7CH0Jjh2KO1hNv0o/jxrPXsWA8OZKTb68XP4KbI0qOwyKPV9rSa97bm96XqjQ==,AA==,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-ScienceQA:dbf383d3-561b-4ab5-9880-5a3470a051ba
79,选择题,数学,c3R+rPTBYWd5E6v92HUSYafz2XV3FqH52nJkEa7s3Kr92s/92ipaDW9pfxZgTxp6AH12f0MNaw4TUlNkJVxZGXBk,AQ==,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-ScienceQA:dbf383d3-561b-4ab5-9880-5a3470a051ba
80,问答题,化学,pez0pfjZpMDHAAcCOHUAtf/4sNzMxv7Rsv3/xdH7YGtxZ8/928bB5aT52sb70bforKv2x6zeycGc6ob05VI6Yythaauc9IXxxoTtibXR0ID+24PF99/h1IKLlQpU3JGw0avmDXciDgEN2ri61pqChKO80YD11oCwhe/Fofb5eXhxOSZPKKfX8cbj3GB9IXYAJmV/qu6spMDoo9XkxcjRxdjKpfHqyNbkvdGFqu/YpvLJybTShM/1m9iWot/poaXdhf/qh9Ctu+HIJi0PUbb6voLq9teAiVQdHQUC0uKv0e7E0ZW50LqRyKnJ1pWj1Nmd0Ynih97Fqv77qfzfrJ3qrujJxun+qtzOo5vKo97VtpjPtfHRpNSlp/6EtsTroNOCsP3Sspb9qdfxqf6qxuvxifrKno3OuvXNxfLCgOvGh5HfhuzTidjht8mqgNrcAxYDVQfCibrV2onc48PQvYHerIbIvOPVpZ7V0aTThOOGzMKo7Nyp+eh6GnWi1MPFz+Co+eCgmsKt1OS3sPm2xPOk26Kk1oW1w+Kt9YWw/dKxgdurysyp36rG1dOI0eafj9Ox8f4QVleK0u+OnceE8t2I4961/ZqM1s7WtaaBtq7cnamHl5KF2o8NVVUY35G5hK+c0aPs1IithPzjofX1rPXKtdCYofjnqYHyrcrmq/ebqv3sZQsAa21ga3QKz/3fxcD0p934yOvCv/yrqsHjoenDypjZh971mv+8odvuoajOgeXsi8e4tdLritL5TWCuhu2Fyp/ciejbr5TRtMbLhtiFr6nfpLjUkIaEtpHSkfXUiLyF3Oygwcmt7Oq03bmh8NanoOih5M2p/oah+c1tYM/92bjO5LeQx7eY9KTD6Kml8KPq7cb4+anZxqC+rofa4ITT7cnm46zOgJ3nwIHf5Mnr2Y3a84Xp0KSh+oTyhd+949eVuNO++sKI7YS8rdCkuNWMnoelrdKB49meqYfb5KH2+a3p27f7sav9yw==,SG1/amio4Pmttt2k5cPJ+NCq7+qgmPRxeHVlFKbh46Dl1sj+yMbG1a71wsbU/rH/uKr06q32/xsOVFCJ0MFzCHV8aXMOTldWidLb,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-ScienceQA:dbf383d3-561b-4ab5-9880-5a3470a051ba
81,问答题,化学,pcv+pdTEperLxcnUseKTtODEsMPIx+Dkse3ZxcnHt+vgt5zOta3yq8Lkq7n8quTYx+HvqeTeoJ6ahs7WrvRLFSo4MXYOTQ8Igd/kyv3CgPDRh93rcxRRD4mPtNbhghwEAtfClNvd7tK5kd6llciF59SaltXntdOE44jFyqr78m12KnoQGnU/Jkhzr9XRqv6WqPPkosaRYWRgp8XRxcvzx9Phqc79GGSn3NfP88Kp6v2ihquH2dRBQ0oQpdHKrYXJh/fihdiZu/HRg973gNf23+P/g7mY1Oeewom61Oeb0N3C0q6U34uLy6DR14yNAVEABQE1TmooEHGK+qPWyAmr/dimjvKtydCvxKGr4cCh7Ien4fGg3/DHwv7JyPekxsTH1+i+2b+q6v2s08LLn96G+8SWwa2v++irnPSH0tyE94hphMfEiP71ttu+g+HL1pePg72q+40BhpWOVVdiAhFV+ofPseIa24u8h6O41d/9qsnNptP5pNTOxv73sveStNLLssXtxs7is8rQxtTgtP37aO/AbhlgfCouYU1nquTY7vNzfGd2Jn7P3+0tEU9IDn9lIg4PUAkCrNSKqdBKhtnird5scRRVVjEcEF6mhM+xtRhoJxxQSxvKl5ndtqjQzorSgrGFjJXW4cyl9vWl3f1LenkJaqXv5MX33qf05K297KHu/7e/+7XXw6bIpKfTm7Tw4a7NjbP247K1/wVGYX1sAMnj+4be9ZGO5rLn08XwxoP4zoCC9oXkx4ngyLTYkozh29aolYKIjN2AgoSglobhmMSluN6Brw==,anRnY3l5dWNlF2QWe2lNDXpvf2yGkA1sXG1gCWFpZ3dhBQ9pPn5ibGtpjJAXbFJ8E2ZupMrzo5WBi9fd,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-ScienceQA:dbf383d3-561b-4ab5-9880-5a3470a051ba
82,问答题,化学,pdHmpO72pO3Ixvf0sfGmtfj7sffKxv7xsPTyycHRuMLytLXftq/zperRqp3Zo//pz/PCqPHqo5iSivzMiNnhxf3zrPOOnNrfTlJaQHOH0fGK3Pi3zbuA2uvWt6uLj6HdiKKLrbWGzJTJgYL3thgCGQAaAl0M16+1i/PgouDip/HNt9uYocTxpo7yoPj6qsSbp9Dpoeqac2A9qv3exc/Yxdf2pufvyOPqvtSbptvzrfb/HxVWDEaE7/7Fy9Cvz4ye6+WI/+HI4uOA5saK/eqksP+F/LfdjvfaqrrfpN3IjsdL2pG135aRxYLO1aWe1vKW0oLZh9f1gPh1fW9ieQihwNOpju2u+tSo+bOo8Neg2Iip78ugxPfJ2ejF2tek8P3Gwvy92Jqg8sCt9tHKmO6I9O6V4pii+vCjku+F1veG0ou27PiC+vyA3tnf6PRP3IS/goOZ0qy1h4KyhNiTyLauGAEdBVFYUxhdPwPaje4Pf3d3c3g/bj8iTmSnw/fH9fOq6s+ik/uizMG1qfi20OKnxJmm+6u09PsBcxZkaGh6Fn4/OntmDQNNTxAYTB9KDy98pviskM3wiNLqF1lLWExAhMvwqY3Lht6e3oPQ1Lex0ITjxLPuSlgeFlAROgUHSB3ShIWEtZDU7cKn4cqk1NKm+/HI5em87pu13f99pe+4q//woOWOpejqdG9nTWhZCGNlb67AkLzj2bKRzafMyKj1msnk7ovu6p2Y/WR5KRNXCorS74Gq1IT9zYj33LTOooPE3daHsIKAmNC5h4qQmonfmcS5p9+qqdP3itKEpY6MudnN9KvS4Kby2aTizcfi+rH+o7X7+r3x6MnO2r710cbU5LjC8reE27aQwT5uJCdOaw==,anRnY3BjdT8VE2spXmkSemh9ZGJ1Sx4kXG1hCWFjY3ByclJuPkk+,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-ScienceQA:dbf383d3-561b-4ab5-9880-5a3470a051ba
83,问答题,数学,DhEHpO72p8foxtP3vdaUtPv0svfbx9TBsd/WyPz8t+L6t6f8tbXgqPnzamh8P3FpfCk8LSo1dA4NQ1FAVAgnW2pkNDlbSUJITlNGH2YZNx5DURgsZdXY7kJPQk9aAwMAEjuKgpGG0Y7KgqfeqILQ+pPSqayGg47W2f6n1dms9NKm8+XF6tu87oW0+/Sy99vH1MGzw+DG/tC11sy3mtWwoNI=,Zg1mOWFwHTQ5QSc6Lh9bYTViZWJxWjM+LBspEjx9YGtzZ118D0YiLSIyNF0vP3h/AH9geTRqZcGc70USGw5HEGlgbU4EEEoLR140SyECCh5fHh5gbGYCEAdQQx5UHRhITUsfUAlJTwUDDBFmS0NIFBtaHhRr2JqUhdL5ovXcr9fFt82Sov7UpLPerfXBqPyaai1+K3sEruzcotXjxPvdxe3fZSdyEHCjz+LP88JoIWYrB3wGEBsIBEkEqOnFoqn4ht7Li8eItNDSgtX8g8nu3//CgK2k1NeIyo6p0uKvFA==,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-ScienceQA:dbf383d3-561b-4ab5-9880-5a3470a051ba
84,问答题,数学,pNnHp/DNpe3qxcv2CGlZeyZmCWWgmMCg2eO2mOW06O+l7YGk3JcMZDkWfwg6bAR9xd3CEGE2GhwIDUgySJXjpKLQ+qOTw4T9wT9AVHsNQFgWPFR5LxpPQlUaEks7AQUYWBFPDQVIPhzChbQy1aiDhYuZaxgZbwQZDEh/GSImLjlpDi1SJSIvcF0oejIJPi1HJjF/GzwANHg+bB17z/3ffHg0HntmTn14BDhFKTpkFSg3T0MYUBMaQQR8NTwuLFRRPAtOFkBDej9Ahu7hgNno3fDKOhtCb03Woq3QvMDKruWEtYrRjJDWnLc9G00fXkhsHNb45R5tNB9hqM7Kra3mHXwYCClhE3yvxKI=,Hh5EGxd8aShiHRgnJiBDKHkyLn1kDW4ZMDczQzphLT5zL1ofKA1hMTxpElEhJDx0XDUychUoN09DGFATGkAEKhsIQxh7cjo6XEsSBG4/DxcPAB5gPEFVQksTZFUWUk5OB0wZHkkbPE4ACEVFEHFEFFJQF0wbTAttBBMjJjVyNTZyL0F8GUsIGioKYDV8cT5+fR0JdHpaaAwzIS4mADsLf2IQLSwoVHwZPiZBLDV9NDU/U3wRCAkJBlAdPQt9GEYKAwYVUhVWYkNERTIFFzAiQVUfHQFFSTpIAARLTD5LRgABThxEQwkQABU9VUZWUxoBSEpRHDg4cx8uPyAxMFoadCk6CCloYnV8ahVnbWdlfwAdNiIkIikRPCgTLTZoNG58JTA5MAB8bnJpMj9SHj8HHAARAhE6Lns5KiQ/RQ==,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-ScienceQA:dbf383d3-561b-4ab5-9880-5a3470a051ba
85,问答题,生物,pcv+pdTEperLxtngsdGkt/DlsvfAx/XCv8bvyOD4uPv/cmMzNgC418qu152z39yyvc2r3MGn3qrG48aI9+OQieu8+PjF6u6B1uOOsPKGx/+J4dy3zqiB58PWnKWCib3QqYuHtpRBI9qRsdyFvcmP79aMj9b+o9240IX/1qr7wqL93mthZKTL+8XI6Kvt6KCe6aDu47S8yLXAyafEmaTDsTwjORmhnN2iwtDI8uKp1vSgtYCE28GE4vHJ3NmvxIee/+eK2czC7++M2/mG7eEHC4ve/daPgYOsiHTTrtjIr8GGjaDchYnVvriIgojQquXXjLCK4/Cg3M+t4Nm0/5ur/dhhYyEtb7zJ8sfUwbDQ2sfP17T9+2MQcXbD0M4HeKqZ36zP4MnVwarV9KGUhIrk44f7+cX5wg92xMDPitLvjJXehvnOL4b666ShxIX8t9GC2NS3sdCe9smK6oWPi92Agg==,cmt4e394,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-ScienceQA:dbf383d3-561b-4ab5-9880-5a3470a051ba
86,问答题,数学,quvwG67V7rTWhab/1wNFJylnCTgsRTokenR7x9vUsvnBtpjrtq3FqPnJqbrQrf/WxvrFbKHg+3cdTkkCDhUhCRl4eKuc9IrLz4TGurr474D+6z4obghIGzvUoreDjoPRiZCFno+H94U=,cmt8cHB6,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-ScienceQA:dbf383d3-561b-4ab5-9880-5a3470a051ba
87,问答题,生物,pNrepNvvqcvgx+PMs/+Et/DiuvDIxtLMZaL1raTfx6P5+8X79cXex6TD1cnUzL7fiajUyKzR/8u7w4Tw6pbBiqPo2quc8AMEToDorBIijPfiQyQwrobtjdq/3bbS2q2306HqyI7HNdClv92wmw3T+ZwG1LDgABsEh/POZX+gyM+p/d7J0++y+Ym28umw4/3E9s+++uLF3uq13uG3vsq3mPqo/NqnoN2j0/3F8/Sp8+iilIaH2dSOzuM=,cmt5dmAMAHtnEGp0fABBemR/fS0lCQ==,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-ScienceQA:dbf383d3-561b-4ab5-9880-5a3470a051ba
88,问答题,生物,pv3OpdXspN/eydf/Bg9htvLAsMTTx9TBv9Dtxfv2tP37ZhBxt5j6q+P4q7/uaXixpfmq9OSmwJTF++2L8NZRYW62ycXI+/yA9sSNuOVLKkyN4+S4+aWB+urWqZdMdATWtrCHnYuE+pLIrI4QZQTS+7fSmKSFjr7V2ttwf395eXdzscuirO7BqLf9oMTwpOuFHAsXoOivpNjHoO/excT7xOreqejrydHIvfuZqvPur8bVy6/viP3fIDdha3Wsy6yR8ds8LSnJ686O/+qF1fOorsqE5ojeptTVtZrTlfjIhPBdFcKFsN6fotHZs9KalYmelNbM9qr6yaTgxqTd3cbR9bLUkLDIzbrwzQ==,dnN3,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-ScienceQA:dbf383d3-561b-4ab5-9880-5a3470a051ba
89,问答题,生物,pv3Op/DnqcnAx938vPWItsDJsOHUxPboY3W2mOu24O2kzZqo1pi398WvxrB4oN3ixPfjqcXLo6WMVoXWy5XtkqD04qKQ0Ivg1kslSHqFx+6L/N++/baD9tTUmZiCg4/cs4mFt7CG+Y3IloHduKvQzKPcg5iIt7rV2ttzcXegyM+kzuPI38qz2J27/Oey2NvHx+yz1drGycC4+sa1iMq3mP2j/cWptOai+f/G/+alzPajrpuF+cGFz+XE/++h8Zedxe6I08DIzNmA4NaLx/qnjd+H7JPdu9TVu4XRpf3FttyLppPdgLLTrbeGt4LfsO0c0K3Kh93VqvnTq8LXrqbxpezKDLTc/bLt78b+7b/A6sT9yrXZ6bq7yrS57aT14aioxKLey8XfwKTr5aKJm4r4yoLy+8Xh16/avJDd/InE5cvQ5ozj24bqwKau+06PsZvX3bvFrr3W+5Dc1crSt73euIvKrtnWm47V6bbQnPKJ9u2nxMeo8dSup8uk5NDF99Kq5d17,c3Z/,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-ScienceQA:dbf383d3-561b-4ab5-9880-5a3470a051ba
90,选择题,数学,quvwO6z1+7bzoKD5/qSOza3P6aXer6jZ7KDduKjX32lhtJvgu5bjbBFhNh01GjF9HT8RJWVuoKuWh9nDQRtEEWu3yeIMFkyB1vdITAxSVQQxUVmzypVYAzldFhOCla/SuLaHvaWI5boNSdqwuH9rD9eJutTbvtOR5YTFw6jlyqrP1a6t0abu7sXu6jQlMHV+GjVrdH4AMQwjMCIxRTBzEC1gYa31hbD907Gz5ar20qjYj8TY14vkwZ2aySWv3I+d5d2J+ewSe4bN/4fj7Ljjok1CJx0YY0xLE2lXXRJFVUg+WUhIGGRSSEEAE3YZECRrTW9QPGIZIiY5bR0zJ1AsIHQCDnMeLidkPAluGTogIwAdMTw1KTMABX0AATkgOzpJOCBwLAlvEiAsP2VyQQ8RBgA=,AwcK,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-ScienceQA:dbf383d3-561b-4ab5-9880-5a3470a051ba
91,问答题,物理,quvwd2Z9cT8kTKPR0qej4K3CwKnKv6voxqPitKXtw6r93sXE5cXYyqTk3sjp6b3eiKvzyq32yMiszITkyZ3FrKLJ4aKh6ofL9Ibmprbf04L054PM4N7f1IKLs9XcmsiPkNTvqt3K+gMdFwhz35G5jo+8VhmElKPW9+2m/uuky+Co1cTF+eOx/a+39O+y993G/tGy+MHF5cq19dC6o/y6p99zaStnxuTRvOmzqNTIrMjAxqPehMz/l/OAo+/PoYTih9X/XEBOeoXZ8Yre9rTAoIDY4NacqYGDvNC8rl0FUEiEhbndhavXt7GEiofSusnVv5mK4v+g7N2tx+G28aah5c6kkMJ3,rfnGIqfxyGRyGHQLdK6c2yqg6cVwGXd1HGW9nMkzv/nIYxl4Y2pwo/3BKs/ozGptGX8E,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-ScienceQA:dbf383d3-561b-4ab5-9880-5a3470a051ba
92,问答题,物理,pv3OpNPbqM/iCAMkPSZFIWGn++2itf6gz+23pfa2zMymyZSk7aS09Pt7YBBkJjWzusuny9ir9LDF/+eJz/KWnMuz+/vF5OSCwOOPt9eL1NGJ18K3yrOD/+bXgLOCk5TSrYWHk7CF2o8cFwsISBwFTAdXWtf7tNy284Tz26r71a7B0K6GxqfK3cnU2ark0qCY06Huy7e8x7f916Xrq6jElLfWxa7albHP57GX4ar083ZwHnaM3eKE+uDF2/1hJQmR5fSL0vbJ6/6BxMaK+POknuCH6bkQUU3WsbPRnPDFlcmLqI/cnLzXt7GGp4HSrNvVpbWG2fih89Z3,rfnGIqfxyGN4FgkXeywAvPTHN6P4qXZrbnc5dm49,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-ScienceQA:dbf383d3-561b-4ab5-9880-5a3470a051ba
